168771
Q18880995,Q1054,Q225056
Q2989168,Q18554850
Q179222,Q8161
Q2596903,Q785745,Q120319
Q6169702,Q725238
Q18553546,Q18556214
Q24041622,Q18616576
Q17455643,Q41426,Q170199
Q2294779,Q486972
Q165116,Q208500
Q3088017,Q1125341
Q2998465,Q56061
Q4829125,Q11436
Q549728,Q25276,Q1386
Q1455298,Q13357858
Q494823,Q2101564,Q188889
Q27030810,Q13357858
Q1823022,Q11446
Q27669689,Q13357858
Q473319,Q625151
Q2138412,Q185387
Q26697214,Q5663900
Q2576499,Q15220429
Q21950799,Q29800
Q14675,Q722192
Q5769589,Q2137852
Q14523736,Q31029
Q1134560,Q390389
Q20073678,Q21674689
Q368359,Q134307
Q19720481,Q174736
Q20488450,Q167270,Q3084961
Q26691506,Q5663900
Q1141329,Q1102,Q2348563
Q17624440,Q3270632
Q23775250,Q1327701,Q1141837
Q19936988,Q2122052
Q4055237,Q192096
Q1355866,Q18593264
Q23015928,Q189533
Q230702,Q13405495
Q205979,Q33527,Q391015
Q818821,Q3172759
Q799407,Q13357858
Q13366330,Q109856
Q906881,Q174782
Q27799485,Q13357858
Q16256637,Q246084
Q2111479,Q188447
Q223995,Q271449,Q19588
Q7267981,Q7085453
Q1370234,Q13357858
Q20069142,Q12339722
Q18003105,Q2096452
Q1428914,Q1394657
Q18600372,Q2740635
Q828524,Q148442
Q2423113,Q13357858
Q18553426,Q18553425
Q1641741,Q3777564,Q4796437
Q4679991,Q549792,Q1396
Q13398369,Q1925978
Q23039623,Q26836193
Q18881988,Q1809,Q550394
Q21693913,Q21693713
Q3493755,Q7239
Q2477820,Q1305006
Q125215,Q2471563,Q18015938,Q125087
Q19849064,Q843752
Q18557696,Q18557416
Q26698124,Q5663900
Q16009879,Q20646667
Q2370441,Q4271324
Q27347544,Q13357858
Q14469624,Q15052056
Q4039205,Q785745
Q2084353,Q377910
Q579939,Q17416448,Q1445518
Q1472271,Q639197
Q3054494,Q37555
Q4024472,Q4796437,Q18036956,Q3777804
Q3862267,Q1125341
Q18966156,Q1698867
Q217731,Q2159907
Q3608019,Q223655
Q18659786,Q986648
Q21368803,Q1378573,Q22269718
Q19807362,Q49084
Q20049347,Q13357858
Q549024,Q929395
Q281746,Q483373
Q6888512,Q4164871
Q894986,Q1318941
Q7694920,Q2365748
Q1509934,Q11410
Q6118233,Q390383
Q18325242,Q500834
Q4748155,Q2119531
Q7269229,Q23397
Q2304194,Q1410980
Q803616,Q1784738
Q2005506,Q1344963
Q132834,Q2385804
Q5475055,Q918824
Q12857856,Q1567915
Q799086,Q785745
Q22570035,Q578478
Q1995327,Q580290
Q1402386,Q1420,Q3231690
Q2249469,Q39546
Q213486,Q869652,Q3753221,Q23821397
Q2674628,Q13357858
Q7646186,Q2368525
Q27608078,Q13357858
Q293761,Q68
Q81618,Q57821
Q26699842,Q5663900
Q159438,Q515
Q386319,Q8242
Q4007577,Q1125341
Q1525311,Q1586573
Q7574392,Q4991371
Q7889277,Q15726790
Q4963165,Q8347
Q77115,Q1329623,Q18674739
Q21426212,Q366
Q26695003,Q5663900
Q19000409,Q12136
Q6149606,Q2990963
Q19803071,Q13357858
Q13415937,Q19832689
Q2647434,Q79529
Q17277170,Q753779
Q924421,Q170990
Q245133,Q996520
Q2665914,Q640506
Q22806924,Q1423543
Q6561247,Q121998
Q789984,Q212238
Q2583959,Q15839293
Q27031092,Q13357858
Q5481629,Q13357858
Q756712,Q11629
Q938,Q244982,Q19563
Q158715,Q185785
Q2936210,Q12078,Q637816
Q1473087,Q35102
Q12645407,Q837118
Q18198888,Q193946
Q276276,Q182940,Q13276
Q46919,Q618779,Q458903
Q19000606,Q12136
Q7554651,Q2095
Q4970791,Q483373
Q313053,Q181247
Q17210336,Q7446977
Q607229,Q19762458
Q471822,Q702492
Q27653902,Q13357858
Q18555939,Q1342955
Q27320973,Q22731
Q506219,Q974850
Q179643,Q2369170
Q935181,Q9378398
Q16670318,Q19000952
Q21864308,Q79529,Q8386,Q12140
Q7251018,Q36633
Q13026720,Q13219842
Q687188,Q5153984
Q1377546,Q1067324
Q18089574,Q1250520
Q2784393,Q80687
Q4010095,Q1125341
Q27608031,Q13357858
Q6693133,Q11436
Q1897960,Q726
Q3535032,Q26836193
Q528560,Q17544377
Q3413373,Q1000660
Q1622746,Q13357858
Q2980995,Q10859422
Q458988,Q24294815
Q18557908,Q18556034
Q18558240,Q16678483,Q213433
Q13481846,Q13357858
Q870,Q15618781,Q1301433,Q350783
Q1213855,Q3088299,Q2223649,Q1256296,Q3088323
Q19359133,Q19359135
Q18333556,Q914262,Q15042037
Q616973,Q134307
Q608223,Q6607
Q18882053,Q1819,Q549767
Q3641130,Q1088
Q736874,Q34379
Q10460934,Q54050
Q7889383,Q15726790
Q2248595,Q170483
Q26700668,Q5663900
Q1049520,Q216353
Q7068145,Q11858202
Q18554848,Q585285
Q579564,Q444116
Q21032547,Q15686806
Q11812603,Q1479879
Q24179666,Q1076105
Q3532260,Q939954
Q15700834,Q570600
Q19833683,Q179911
Q36083,Q813549
Q2437333,Q1321542,Q1091
Q1501695,Q1294787
Q2385925,Q2365748
Q16960863,Q785745
Q1444153,Q13357858
Q35671,Q31989
Q27608727,Q13357858
Q11269254,Q331795
Q21103025,Q7614320
Q1022637,Q79529
Q3855530,Q3777813
Q696809,Q33971
Q49757,Q36180
Q26208318,Q179226
Q18413247,Q25391
Q928767,Q18553408
Q4865573,Q38695
Q12403688,Q22949
Q2467962,Q13357858
Q3238422,Q24925
Q27608390,Q13357858
Q7939633,Q19773206,Q19408,Q223714,Q31427
Q1853536,Q2529166
Q17428,Q17422
Q27625818,Q13357858
Q4387322,Q1128,Q377262
Q26698499,Q5663900
Q3784075,Q3777560
Q1593682,Q19768
Q2217677,Q11446
Q18553512,Q18553761
Q26698627,Q5663900
Q7445303,Q178224
Q18882269,Q1838,Q558892
Q903700,Q182531
Q1150087,Q4010528
Q1430132,Q93301
Q18881694,Q1108,Q24638
Q928457,Q1185562
Q3714002,Q1125341
Q1299631,Q11024
Q4313500,Q3742621
Q772727,Q132050
Q20776692,Q9238344
Q18845629,Q1882,Q221118
Q18888146,Q942,Q1372372
Q3313857,Q15091377
Q2373086,Q13357858
Q5611706,Q188946
Q6981815,Q10669499
Q1185399,Q742333,Q3374376
Q2001390,Q13357858
Q5194425,Q4867756
Q18882844,Q743,Q549775
Q920305,Q1021249
Q3080304,Q68833
Q204898,Q4004659
Q536977,Q154554
Q408378,Q8054
Q356055,Q15416
Q33290,Q25268
Q1977620,Q243543
Q3758232,Q1125341
Q651389,Q207645
Q3854678,Q945532
Q1447110,Q121998
Q3694864,Q16163440
Q7178,Q484652
Q934569,Q1817291
Q18123158,Q573645
Q3376353,Q2701282
Q3635085,Q166142
Q6709734,Q274586
Q16333842,Q1851760
Q2035731,Q2288723,Q867
Q2641023,Q29221
Q2377102,Q2377033
Q4835473,Q795848
Q26694227,Q5663900
Q21024081,Q21014438
Q11782846,Q3270632
Q13437025,Q14748
Q3337673,Q2719623
Q13368799,Q3777540
Q780650,Q22988604
Q26697805,Q5663900
Q27826094,Q139677
Q42998,Q2088357
Q9192973,Q176849
Q564570,Q178359
Q21106494,Q3519259
Q409001,Q279440
Q18928460,Q12136
Q188563,Q179461
Q831589,Q22988604
Q2289988,Q24638,Q1108
Q2439424,Q11173
Q7270890,Q93301
Q19860868,Q764802
Q522908,Q4991371
Q16756709,Q41156
Q27235512,Q13357858
Q5307022,Q204179,Q5433715,Q4464131
Q2696129,Q4334
Q4146613,Q43229
Q18882983,Q751,Q1190207
Q316870,Q876852
Q1843468,Q11051
Q5419953,Q335225
Q2931170,Q19842071
Q1628609,Q15061650
Q19108193,Q30461,Q48352
Q27537685,Q13357858
Q3269980,Q36161
Q429220,Q3142
Q27607183,Q13357858
Q39600,Q192779
Q18555331,Q18555918
Q6858103,Q131138
Q1879830,Q11653
Q749533,Q19814,Q112608,Q2714388,Q954321
Q3562482,Q5767753
Q26702096,Q5663900
Q26696722,Q5663900
Q151515,Q2516083
Q2016031,Q811979
Q21708031,Q618779
Q26700731,Q5663900
Q2801031,Q13357858
Q3087972,Q1125341
Q79928,Q18558062
Q18557587,Q18555221
Q39079,Q22706
Q21109068,Q12136,Q929737
Q221463,Q207550
Q15063053,Q15916867
Q1859167,Q253140,Q282
Q18556507,Q18556593
Q1779516,Q753779
Q15788468,Q79529
Q317859,Q880568
Q1976675,Q19773264,Q2994706,Q51597
Q26697086,Q5663900
Q1065579,Q11460,Q362200
Q4804182,Q3301664
Q56253,Q20054210
Q203346,Q2731419
Q5092892,Q20650761
Q19840149,Q13377687
Q4534660,Q21945604
Q17159,Q279440
Q7130407,Q2661443
Q11908565,Q123705
Q19147182,Q1349015
Q18554585,Q221159
Q2830829,Q11436
Q7562620,Q20650761
Q7832620,Q11436
Q272571,Q309078,Q2523684
Q4675144,Q4990963
Q2621784,Q122224
Q410324,Q375795
Q26700859,Q5663900
Q23072776,Q3088299,Q2223649,Q2213488
Q7251049,Q36633
Q335415,Q8148
Q1152742,Q13357858
Q12193574,Q94050
Q18975271,Q12136
Q13107351,Q2797033,Q1940659
Q213131,Q416949
Q17112623,Q11436
Q2357674,Q56019
Q570544,Q22329414
Q27669702,Q13357858
Q1492735,Q2839930
Q26699261,Q5663900
Q5731714,Q11053
Q165005,Q2061186
Q26693708,Q5663900
Q2268672,Q41415
Q1095084,Q192096
Q26690560,Q5663900
Q341038,Q206592
Q11722485,Q633730
Q26695315,Q1506216
Q3954480,Q13219666
Q647290,Q744718
Q27798945,Q13357858
Q24943602,Q11629
Q3732793,Q665487,Q5853012
Q18614676,Q728
Q21714987,Q14952
Q3977640,Q52383
Q3651986,Q1125341
Q1872060,Q39546
Q19810694,Q3777816
Q3587327,Q3586483
Q56234,Q51739
Q21685479,Q21683603
Q15710733,Q44891
Q6716140,Q187432
Q3661527,Q279440
Q569289,Q170483
Q18168724,Q206084
Q27020438,Q13357858
Q323839,Q2141075
Q1626577,Q216747
Q5477713,Q3072083
Q690632,Q28962
Q18199682,Q1456848
Q5101886,Q138756
Q2479183,Q335806
Q5030369,Q2306612
Q21034554,Q890192
Q5196998,Q1955280
Q1134001,Q243249
Q19147046,Q1349015
Q6379590,Q34379
Q134862,Q282
Q21694578,Q18553930
Q535179,Q216916
Q27798852,Q13357858
Q429826,Q3777564,Q4796437
Q9659186,Q34379
Q1052647,Q260703
Q15767688,Q13357858
Q23069609,Q22984363
Q27570403,Q13357858
Q20740189,Q149622
Q26692156,Q5663900
Q1066707,Q209163
Q5513025,Q20650761
Q2058131,Q41487
Q4313320,Q1208997
Q7100768,Q518730,Q11402
Q27606894,Q13357858
Q19861248,Q18064632
Q19358916,Q19358748
Q131154,Q3629395
Q284588,Q2878957
Q27674904,Q127724
Q18844866,Q740,Q1372202
Q1999471,Q30461,Q48352,Q2285706
Q7976070,Q1420
Q15838593,Q7405591
Q18572153,Q13357858
Q19871644,Q483373
Q23775535,Q1327701,Q1932875
Q1321593,Q6404879
Q7316761,Q3043268
Q21032567,Q161179
Q4673593,Q3251367,Q1269288
Q22813661,Q2961574
Q26898717,Q26883745
Q7632428,Q188509
Q1988071,Q13357858
Q12132,Q130788
Q18640836,Q18640832
Q59078,Q101487,Q193430
Q476294,Q928786
Q2448590,Q11446
Q2751223,Q35047
Q24574297,Q7579929
Q26772372,Q10617810
Q799333,Q13357858
Q27235448,Q13357858
Q1309714,Q37732
Q1540416,Q1161707
Q18888577,Q1133,Q2334543
Q18844611,Q670,Q471670
Q3532774,Q794377
Q2064319,Q814495
Q748757,Q40244
Q2827965,Q543457,Q1369558
Q26694542,Q5663900
Q26695545,Q5663900
Q509686,Q1342205,Q13220204,Q34876
Q9252945,Q1640824
Q1463906,Q13357858
Q720837,Q630010
Q17611899,Q2066131,Q18536342
Q26695479,Q5663900
Q27536709,Q2950612
Q2985347,Q749316
Q3843804,Q264118,Q12136
Q5318799,Q11436
Q5230427,Q486839
Q26698157,Q5663900
Q185269,Q8054
Q1479257,Q11042,Q735
Q7370341,Q743004
Q575078,Q2119531
Q1376530,Q1666941
Q1784269,Q1043197
Q2382839,Q625151
Q3460478,Q15548027
Q859091,Q34379
Q690418,Q36534,Q953045
Q16334443,Q167991
Q27430389,Q79529
Q17154131,Q12132
Q1136331,Q638,Q8341
Q27537743,Q13357858
Q26243819,Q17578116,Q26243697
Q1361229,Q219087
Q26696733,Q5663900
Q905246,Q2131764
Q14934048,Q7257
Q242677,Q28877
Q17018850,Q467
Q161540,Q1384417
Q7910619,Q1369464
Q2483334,Q877517
Q26693094,Q5663900
Q26696660,Q5663900
Q1629483,Q1321884
Q4336026,Q193622
Q19768230,Q1162163
Q428526,Q1344963
Q20656308,Q2657794
Q13586493,Q1501,Q17456505
Q166154,Q211548
Q453122,Q1394771
Q18845093,Q744,Q727373
Q2602265,Q498466
Q4698552,Q1786017
Q18845089,Q744,Q727373
Q18557552,Q11606722
Q742456,Q243449
Q5509072,Q202527
Q16252204,Q18558086
Q18968072,Q12136
Q13425794,Q13357858
Q11729018,Q30046
Q2647519,Q79529,Q191154
Q2251499,Q945532
Q26694171,Q5663900
Q4017175,Q26836193
Q27522148,Q13357858
Q19658944,Q42857
Q18553611,Q847583
Q2048953,Q13357858
Q6685836,Q2095
Q3758255,Q1125341
Q2087138,Q208255,Q15304430
Q26697619,Q5663900
Q16677723,Q192234
Q18967760,Q12136
Q25829388,Q1703214
Q354021,Q3774485,Q3088352
Q15942125,Q16518
Q14907198,Q219239
Q2997316,Q54050
Q2164991,Q599881
Q5014134,Q11436
Q527714,Q355567
Q26218009,Q2252028
Q2294752,Q123705
Q18967647,Q12136,Q890785,Q199615
Q712415,Q11446
Q112983,Q36279
Q16853878,Q104444
Q15063586,Q50464,Q107390,Q10864048
Q3196210,Q3320659
Q27626316,Q13357858
Q16025335,Q131
Q15040798,Q899033
Q5514988,Q785745
Q6748722,Q2095
Q532003,Q33146
Q18888674,Q671,Q2352365
Q3235363,Q15966903
Q27607619,Q13357858
Q16957688,Q2095
Q1151801,Q18553439
Q6488470,Q104843
Q154250,Q5307737
Q2064156,Q266237,Q1060874
Q11745590,Q11745593
Q5810069,Q17422
Q3900216,Q14897293
Q7239996,Q11436
Q2983125,Q1125341
Q26694710,Q5663900
Q840387,Q212809
Q17127659,Q43229
Q3914,Q2385804
Q26690390,Q5663900
Q7889359,Q15726790
Q20430828,Q30046
Q16831964,Q13425103
Q11421708,Q20650761
Q370502,Q246672
Q1043417,Q13357858
Q5422021,Q86
Q549320,Q127771
Q12322867,Q19842222,Q5398426
Q7826219,Q12639
Q26702156,Q5663900
Q16924424,Q11436
Q19582582,Q11436
Q4019187,Q3777753
Q11906762,Q103184
Q23542879,Q23336841
Q1024546,Q181876
Q215690,Q513110
Q5165996,Q1412362
Q23045449,Q467,Q3238556
Q13414863,Q20646667
Q2995611,Q1125341
Q3704253,Q43845
Q15304652,Q186380
Q26699798,Q5663900
Q1639354,Q16970
Q7558985,Q35509
Q417023,Q13107728
Q5970291,Q23308923
Q18558126,Q603644
Q203850,Q40397
Q6573810,Q906278
Q530005,Q5043
Q24701382,Q24702381
Q48473,Q5962346
Q587279,Q3623609,Q3041792,Q1368478
Q12013204,Q44
Q22669427,Q1076105
Q7460348,Q943
Q25437351,Q729
Q6561121,Q121998
Q5102949,Q467791,Q688
Q11683287,Q31920
Q4200886,Q9089
Q27669549,Q13357858
Q27535014,Q13357858
Q18882788,Q1123,Q2500708
Q203324,Q35831
Q17014422,Q1758037,Q18171345
Q930752,Q1047113
Q16927196,Q1420
Q16632299,Q9135
Q3139123,Q432
Q6149665,Q11405
Q622752,Q333
Q1282269,Q16338
Q27607404,Q13357858
Q1073760,Q13357858
Q1058056,Q93301
Q2666623,Q189290
Q6119828,Q1759646
Q20679893,Q20680326
Q7278094,Q11436
Q106675,Q11344,Q19549
Q16001353,Q33475
Q16741956,Q1190554
Q27798439,Q13357858
Q14702199,Q20646667
Q5011652,Q26251835
Q6312289,Q37477
Q10529545,Q18555048,Q18554938
Q11504411,Q1914636
Q219261,Q1478437
Q4009922,Q1125341
Q4375455,Q193622
Q1162694,Q18553790,Q1623006
Q467649,Q2263645,Q507720
Q27626592,Q13357858
Q27160227,Q26868900,Q326061,Q26868866
Q6956007,Q165678
Q24205152,Q10856962
Q2436547,Q9053
Q210206,Q331795
Q937330,Q179700,Q3064465
Q6866460,Q83307
Q11179000,Q10296503,Q19953632
Q180907,Q370502,Q182003,Q229102
Q3633759,Q5266746
Q26690107,Q5663900
Q1009932,Q33768
Q650741,Q161172
Q620413,Q7135767
Q7425996,Q2095
Q27669091,Q13357858
Q3909494,Q24751725
Q2358872,Q987767,Q738680
Q5383708,Q18555386
Q1481248,Q18015938
Q2736990,Q1940287
Q18975363,Q12136
Q18555404,Q18555402
Q190399,Q49848
Q2280819,Q6147804
Q27669062,Q13357858
Q1579285,Q17299750
Q6459389,Q617792,Q20650761
Q1087783,Q12876
Q15012415,Q13357858
Q409757,Q3777508,Q4291506
Q4916959,Q2095
Q16025406,Q130
Q2692054,Q21082526
Q26235835,Q785745
Q3613286,Q1125341
Q6949473,Q45961
Q189167,Q3281322
Q18556812,Q2619315
Q4116295,Q1071027
Q230029,Q27067406
Q19147202,Q1349015
Q27032819,Q13233
Q3813127,Q13219666
Q6407655,Q13360264
Q1344173,Q42045
Q321098,Q38867
Q3655435,Q1125341
Q21174793,Q21167512
Q7885334,Q784903,Q1872
Q26692984,Q5663900
Q4116729,Q2735392
Q18554660,Q1755122,Q1066311
Q7408773,Q18823024
Q27626229,Q13357858
Q27669281,Q13357858
Q3962967,Q360369
Q592389,Q26836193
Q3192590,Q2701282
Q171650,Q371804
Q16694396,Q1125911,Q190327
Q15066371,Q3041792,Q15066350
Q533945,Q474191
Q1128906,Q123705
Q2072712,Q12136,Q182155
Q27608408,Q13357858
Q36173,Q49228
Q13360713,Q26863790
Q21097770,Q899726
Q2553814,Q123705
Q50464,Q15623253,Q10864048
Q1468670,Q165137
Q1427111,Q1076566
Q3998527,Q7495423
Q3098269,Q498466
Q26691953,Q5663900
Q6130346,Q2265866
Q3023824,Q8054
Q649434,Q385405,Q358
Q26696853,Q5663900
Q2656200,Q123705
Q27608108,Q13357858
Q4436050,Q121998
Q1309790,Q37732
Q15921791,Q15921784
Q18967627,Q12136
Q3561340,Q2095
Q17601944,Q331795
Q1872450,Q1758037,Q3780304
Q1273995,Q13357858
Q19146850,Q1349015
Q26691810,Q5663900
Q799478,Q13357858
Q1760777,Q7330070
Q26253812,Q121998
Q18061202,Q3753269
Q20167498,Q14623646
Q6821677,Q25268
Q14942782,Q4450055
Q21683712,Q3152379
Q16914225,Q217602
Q1484173,Q473972
Q407339,Q3777761,Q15889510
Q3294720,Q1799072
Q149010,Q20936777
Q207781,Q3539169
Q2818079,Q371804
Q107216,Q33971,Q27505399
Q458029,Q743004
Q27799045,Q13357858
Q4970784,Q483373
Q15126101,Q170877,Q15062149,Q1425455
Q7944,Q1322005,Q8065
Q1311060,Q187916
Q464643,Q7162621
Q4047936,Q13218505
Q5073837,Q95074
Q21923550,Q11796486
Q3801792,Q764802
Q1274606,Q2671652
Q6718297,Q11436
Q3228541,Q2223649,Q3774485,Q3088318
Q2996061,Q1125341
Q27798714,Q13357858
Q27030853,Q13357858
Q15238111,Q34442
Q7660541,Q40861
Q20154698,Q1221126
Q27608086,Q13357858
Q844143,Q81096
Q6085073,Q618779
Q3825204,Q3777719
Q27669165,Q13357858
Q19000428,Q12136
Q11872258,Q511093
Q7956071,Q26836193
Q1751323,Q1076486,Q1281105
Q1587759,Q174736
Q1783592,Q2432003
Q5784194,Q3947
Q20011154,Q7411
Q27608341,Q13357858
Q27826933,Q622645,Q9332
Q1848879,Q549805,Q1832
Q5764455,Q9266
Q3880613,Q13229517
Q879961,Q15911314
Q18557017,Q1334408,Q3508735
Q26699721,Q5663900
Q4176368,Q4022
Q27668898,Q13357858
Q6641762,Q2416047
Q27159112,Q11173
Q1763012,Q215928
Q21402565,Q133981
Q5421383,Q11436
Q16917784,Q236425
Q19000882,Q18556903
Q4616221,Q40068
Q315041,Q11460
Q16598105,Q1125341
Q26678368,Q313354
Q2195476,Q123705
Q18208209,Q11436
Q1529436,Q858893
Q5054222,Q24638,Q1108
Q1484137,Q15916540
Q990637,Q877517,Q216048
Q1319565,Q253140,Q282
Q576879,Q51739
Q10302339,Q3610532
Q1224533,Q5339
Q2962002,Q5097014
Q18336422,Q840419
Q1380716,Q649107
Q24067087,Q813912
Q18882833,Q743,Q549775
Q35755,Q33146
Q217106,Q5078274
Q845820,Q867371,Q10864048
Q2423234,Q13357858
Q161964,Q18554363
Q3778211,Q24229398,Q830077
Q178296,Q172937
Q11867145,Q176799
Q644997,Q44167,Q2551094,Q130760
Q5513691,Q1493513
Q20668063,Q147768
Q4868531,Q2095
Q7603913,Q50701
Q192127,Q40015
Q18882010,Q1809,Q550394
Q2305901,Q192350
Q33881,Q1318941
Q26699919,Q5663900
Q3517951,Q171043
Q13381863,Q2066131
Q2257810,Q19768
Q22677347,Q3519259
Q5513023,Q785745,Q5287207
Q378069,Q1125341
Q2262404,Q850270
Q7138365,Q11436
Q3976121,Q3777658
Q5324023,Q8047
Q26692060,Q5663900
Q145150,Q3314483
Q5567717,Q17285
Q599490,Q2912397
Q16953147,Q27312094,Q27430458
Q3504061,Q2361851
Q29164,Q144
Q2790303,Q13357858
Q290655,Q9352089
Q198904,Q19842071
Q607651,Q18491037,Q15062149
Q26691424,Q5663900
Q16924471,Q11436
Q6314063,Q507057
Q19858317,Q17578116,Q23636313
Q7269364,Q973321,Q4634215
Q5357692,Q1326886,Q16026109
Q27626142,Q13357858
Q20719642,Q36784
Q5958716,Q11460
Q26691025,Q5663900
Q3063847,Q12135
Q26699270,Q5663900
Q19147192,Q1349015
Q7603658,Q5358201
Q18649153,Q13357858
Q5515055,Q20650761
Q1740805,Q1073639,Q51739
Q976633,Q180173
Q3306530,Q625151
Q26694417,Q5663900
Q15140787,Q1125341
Q33380,Q255503
Q207238,Q213934
Q11148807,Q21055986
Q6495374,Q18553768,Q3041498
Q18967859,Q186380
Q5015577,Q640506
Q15041856,Q1550381,Q208187,Q1261534
Q17126997,Q3251367
Q4506461,Q37845
Q20896006,Q1113604
Q13445028,Q162297,Q5259410
Q2837252,Q477248
Q1617500,Q29553
Q19119769,Q15838572
Q6573028,Q23712
Q27668856,Q13357858
Q4750734,Q21595102
Q1091024,Q207643
Q21469825,Q918824
Q5110609,Q5043
Q26700739,Q5663900
Q3866845,Q3092395
Q2261283,Q13357858
Q956339,Q34379
Q1310296,Q7725634
Q22965412,Q1495661
Q1321351,Q927407
Q16911659,Q11436
Q3881976,Q1125341
Q19614988,Q11173
Q583853,Q1043197
Q4303352,Q719456
Q1541289,Q4818021,Q2811
Q1113216,Q171043
Q2228768,Q11436
Q18845149,Q876,Q2044538
Q3000403,Q891786
Q1778683,Q862880
Q19927936,Q24294815
Q18713221,Q13357858
Q5784662,Q34379
Q17011180,Q595071
Q1964929,Q743004
Q21573182,Q23790,Q20296613
Q18015103,Q3777775
Q791974,Q4201895
Q1964303,Q2912397
Q580231,Q4220917,Q381165
Q2343160,Q843215
Q43041,Q412234
Q43115,Q5
Q26709755,Q47574
Q4862833,Q165503
Q8035705,Q594886
Q684085,Q19773206,Q24248528,Q31427
Q7830747,Q727218
Q16891449,Q13357858
Q640374,Q191874
Q2882852,Q154262
Q6866166,Q3273722
Q27625635,Q13357858
Q750017,Q744620
Q1758711,Q2041172
Q19833654,Q729283
Q14510492,Q187931
Q3748124,Q17315191
Q4834521,Q11436
Q27669029,Q13357858
Q13505540,Q13357858
Q337333,Q625151
Q18340432,Q182726,Q756
Q2457556,Q13357858
Q23775543,Q1327701,Q245761
Q4959031,Q41487
Q587089,Q486972
Q1723448,Q13357858
Q27669645,Q13357858
Q4441375,Q12549812
Q19001232,Q12136
Q18556548,Q861028
Q7674948,Q785745
Q3425357,Q625151
Q3006283,Q35022
Q245071,Q1763090
Q221673,Q7239
Q1273984,Q13357858
Q18554521,Q18557550
Q874976,Q815839,Q190885,Q20643518
Q3459266,Q4990963
Q4866181,Q576349
Q18881036,Q1086,Q1374122
Q26269000,Q171558
Q417414,Q167198
Q18386992,Q11436
Q2631720,Q32112
Q27608200,Q13357858
Q10686247,Q3273722
Q26858687,Q13357858
Q177571,Q17737
Q113603,Q163740
Q3836307,Q785745
Q16942708,Q486972
Q18628318,Q41487
Q1142448,Q174736
Q24480005,Q7397
Q4192722,Q618779
Q14172403,Q2727415
Q5589715,Q17810142
Q12952852,Q33838
Q17001456,Q2095
Q17126676,Q32090
Q7400496,Q6581072
Q18816255,Q19515368
Q2210597,Q282
Q3662130,Q1125341
Q152355,Q1294787
Q27340178,Q13357858
Q15031376,Q6456484
Q26690676,Q5663900
Q27048366,Q21680312
Q15831945,Q121998
Q16880108,Q41415
Q25545172,Q7832034
Q26698598,Q5663900
Q26037121,Q3777746
Q18554536,Q18555209
Q4303335,Q17537576,Q7397
Q5531672,Q11436
Q18626504,Q13425103
Q8055711,Q19842071
Q26699952,Q5663900
Q6717000,Q663041
Q733507,Q1466064,Q859595
Q13506617,Q13357858
Q18968112,Q12136
Q1427113,Q5
Q56613,Q25268
Q2816686,Q2155148,Q3887718
Q5195230,Q2095
Q27570185,Q13357858
Q884694,Q3947
Q2442900,Q890886
Q1972344,Q1420
Q20782261,Q480260
Q26692978,Q5663900
Q7392816,Q11053
Q2789056,Q1779516,Q830565
Q7834321,Q19036430,Q2425052
Q217217,Q294414,Q14214
Q20021272,Q2621182,Q7579929
Q3998787,Q114675
Q816222,Q11446
Q27607292,Q13357858
Q5133471,Q5133502
Q3961443,Q3092395
Q15623399,Q1815901
Q2453079,Q37732
Q26037668,Q12097
Q7121240,Q11436
Q24183631,Q1076105
Q15512988,Q127771,Q15062149,Q689437
Q4162444,Q11862829,Q413
Q531970,Q9053
Q1370249,Q13357858
Q18845574,Q1102,Q2348563
Q561068,Q1616075,Q2001305
Q26695461,Q5663900
Q686131,Q1647794
Q20664397,Q2657794
Q11705699,Q841751
Q3860973,Q1125341
Q22893875,Q22645
Q21175035,Q21167512
Q640364,Q697379,Q15284,Q11618417
Q2069479,Q17299750
Q3299259,Q44337
Q17501721,Q17501717
Q7780553,Q204179,Q5433715,Q13367662
Q5140049,Q180712
Q2477722,Q190157
Q1758889,Q13357858
Q7049554,Q22059430
Q5113991,Q180388
Q3843284,Q1290820
Q26691681,Q5663900
Q19861228,Q764802
Q18175594,Q751759
Q456101,Q19768
Q18888883,Q1121,Q2417724
Q18557891,Q18556435
Q1904915,Q159226
Q5962961,Q36192
Q1976685,Q1125341
Q474306,Q1955150,Q19435686
Q26835642,Q2656967
Q1361756,Q184890
Q2451014,Q19926549
Q11629,Q36649,Q1914636
Q1788716,Q618779
Q609765,Q308876
Q18554981,Q18554982
Q1743842,Q182676
Q4829056,Q7239
Q700101,Q599151
Q2684591,Q108163
Q16932629,Q21224061
Q18554507,Q1807522
Q27570304,Q13357858
Q1589528,Q190898
Q18844887,Q725,Q221276
Q1753758,Q13357858
Q17098070,Q2095
Q3650496,Q764802
Q5332242,Q16533
Q2090023,Q11399
Q26214818,Q21246076
Q3699080,Q81895
Q20054210,Q3575552
Q36708,Q1792570
Q22259554,Q11009
Q18881515,Q1099,Q736812
Q19185641,Q215380
Q1370598,Q811979,Q21029893
Q966570,Q815423,Q1402386
Q19841386,Q15733161
Q19786868,Q19786852
Q26692797,Q5663900
Q26884481,Q477248
Q26696719,Q5663900
Q7429712,Q1760576
Q933972,Q23308923
Q2530497,Q216916
Q607260,Q1125341
Q19147178,Q1349015
Q12876186,Q18692025
Q5965219,Q697196
Q21175303,Q21167512
